,Image_name,Card-set,Card_number,Rarity,Card_name,Card type,Attribute,Types,Level,Attack,Defense
3404,DREV-EN008 R.png,Duelist Revolution,DREV-EN008,Rare,Egotistical Ape,Monster,EARTH,Beast / Tuner,5,1200,1200
3405,LODT-EN009 C.png,Light of Destruction,LODT-EN009,Common,Arcana Force I - The Magician,Monster,LIGHT,Fairy / Effect,4,1100,1100
3406,DOCS-EN038 R.png,Dimension of Chaos,DOCS-EN038,Rare,Toon Barrel Dragon,Monster,DARK,Machine / Toon / Effect,7,2600,2200
3407,GLAS-EN014 C.png,Gladiator's Assault,GLAS-EN014,Common,Truckroid,Monster,EARTH,Machine / Effect,4,1000,2000
3408,POTD-EN004 SR.png,Power of the Duelist,POTD-EN004,Super Rare,Neo-Spacian Flare Scarab,Monster,FIRE,Insect / Effect,3,500,500
3409,LVAL-EN081 R.png,Legacy of the Valiant,LVAL-EN081,Rare,Sylvan Mikorange,Monster,WATER,Plant / Effect,3,400,1100
3410,ETCO-EN099 C.png,Eternity Code,ETCO-EN099,Common,Superheavy Samurai Swordmaster Musashi,Monster,EARTH,Machine / Synchro / Effect,5,300,2300
3411,PSV-095 C.png,Pharaoh's Servant,PSV-095,Common,Island Turtle,Monster,WATER,Aqua,4,1100,2000
3412,RIRA-EN006 C.png,Rising Rampage,RIRA-EN006,Common,Dinowrestler Martial Ankylo,Monster,EARTH,Dinosaur / Effect,2,1000,0
3413,MACR-EN086 SR.png,Maximum Crisis ,MACR-EN086,Super Rare,SPYRAL Sleeper,Monster,LIGHT,Fiend / Effect,8,2800,1200
3414,SOFU-EN000 C.png,Soul Fusion,SOFU-EN000,Common,Alviss of the Nordic Alfar,Monster,DARK,Spellcaster / Effect,4,1500,1000
3415,RDS-EN011 C.png,Rise of Destiny,RDS-EN011,Common,Heavy Mech Support Platform,Monster,DARK,Machine / Union / Effect,3,500,500
3416,FOTB-EN030 C.png,Force of the Breaker,FOTB-EN030,Common,Gravi-Crush Dragon,Monster,DARK,Dragon / Effect,6,2400,1200
3417,DAMA-EN038 C.png,Dawn of Majesty,DAMA-EN038,Common,Allvain the Essence of Vanity,Monster,DARK,Fairy / Fusion / Tuner,2,0,2100
3418,LOB-039 C.png,Legend of Blue Eyes White Dragon,LOB-039,Common,Kurama,Monster,WIND,Winged Beast,3,800,800
3419,SOFU-EN015 R.png,Soul Fusion,SOFU-EN015,Rare,Orcust Cymbal Skeleton,Monster,DARK,Machine / Effect,3,1200,1500
3420,RGBT-EN007 C.png,Raging Battle,RGBT-EN007,Common,Rose Tentacles,Monster,EARTH,Plant / Effect,6,2200,1200
3421,ORCS-EN016 C.png,Order of Chaos,ORCS-EN016,Common,Earth Armor Ninja,Monster,EARTH,Warrior / Effect,5,1600,1200
3422,EXVC-EN041 SR.png,Extreme Victory,EXVC-EN041,Super Rare,T.G. Power Gladiator,Monster,EARTH,Warrior / Synchro / Effect,5,2300,1000
3423,RGBT-EN010 R.png,Raging Battle,RGBT-EN010,Rare,Blackwing - Blizzard the Far North,Monster,DARK,Winged Beast / Tuner / Effect,2,1300,0
3424,DCR-017 SR.png,Dark Crisis,DCR-017,Super Rare,Dark Flare Knight,Monster,DARK,Warrior / Fusion / Effect,6,2200,800
3425,ABYR-EN081 R.png,Abyss Rising,ABYR-EN081,Rare,Mermail Abyssmander,Monster,WATER,Fish / Effect,4,100,2000
3426,GLAS-EN091 ScR.png,Gladiator's Assault,GLAS-EN091,Secret Rare,Gil Garth,Monster,DARK,Fiend / Normal,4,1800,1200
3427,GAOV-EN024 R.png,Galactic Overlord,GAOV-EN024,Rare,Hieratic Dragon of Asar,Monster,LIGHT,Dragon / Effect,7,2600,700
3428,REDU-EN095 R.png,Return of the Duelist,REDU-EN095,Rare,Pahunder,Monster,LIGHT,Thunder / Effect,4,1300,600
3429,PSV-101 SR.png,Pharaoh's Servant,PSV-101,Super Rare,Gearfried the Iron Knight,Monster,EARTH,Warrior / Effect,4,1800,1600
3430,LIOV-EN037 SR.png,Lightning Overdrive,LIOV-EN037,Super Rare,Lavalval Exlord,Monster,FIRE,Warrior / Synchro / Effect,8,2900,200
3431,CROS-EN010 C.png,Crossed Souls,CROS-EN010,Common,Soprano the Melodious Songstress,Monster,LIGHT,Fairy / Effect,4,1400,1400
3432,GENF-EN033 C.png,Generation Force,GENF-EN033,Common,Perditious Puppeteer,Monster,DARK,Fiend / Effect,7,2700,500
3433,DOCS-EN013 C.png,Dimension of Chaos,DOCS-EN013,Common,Raidraptor - Wild Vulture,Monster,DARK,Winged Beast / Effect,6,1600,2000
3434,CSOC-EN043 UR.png,Crossroads of Chaos,CSOC-EN043,Ultra Rare,Doomkaiser Dragon,Monster,FIRE,Zombie / Synchro / Effect,6,2400,1500
3435,NECH-EN025 R.png,The New Challengers,NECH-EN025,Rare,Qliphort Shell,Monster,EARTH,Machine / Pendulum / Effect,8,2800,1000
3436,LODT-EN040 C.png,Light of Destruction,LODT-EN040,Common,Cloudian - Storm Dragon,Monster,WATER,Fairy / Effect,4,1000,0
3437,CORE-EN000 R.png,Clash of Rebellions,CORE-EN000,Rare,Sky Dragoons of Draconia,Monster,WIND,Winged Beast / Pendulum,5,2200,200
3438,BOSH-EN012 C.png,Breakers of Shadow,BOSH-EN012,Common,Solo the Melodious Songstress,Monster,LIGHT,Fairy / Effect,4,1600,1000
3439,MRD-094 C.png,Metal Raiders,MRD-094,Common,Giltia the D. Knight,Monster,LIGHT,Warrior / Fusion,5,1850,1500
3440,DOCS-EN025 SR.png,Dimension of Chaos,DOCS-EN025,Super Rare,Majespecter Cat - Nekomata,Monster,WIND,Spellcaster / Pendulum / Effect,3,100,1800
3441,CDIP-EN001 SR.png,Cyberdark Impact,CDIP-EN001,Super Rare,Cyberdark Horn,Monster,DARK,Machine / Effect,4,800,800
3442,ABYR-EN007 C.png,Abyss Rising,ABYR-EN007,Common,Deep Sweeper,Monster,WATER,Fish / Effect,4,1600,1300
3443,RGBT-EN019 UR.png,Raging Battle,RGBT-EN019,Ultra Rare,Earthbound Immortal Aslla piscu,Monster,DARK,Winged Beast / Effect,10,2500,2500
3444,GLAS-EN019 R.png,Gladiator's Assault,GLAS-EN019,Rare,Gladiator Beast Murmillo,Monster,WATER,Fish / Effect,3,800,400
3445,PHSW-EN083 ScR.png,Photon Shockwave,PHSW-EN083,Secret Rare,Wind-Up Rabbit,Monster,EARTH,Beast-Warrior / Effect,3,1400,600
3446,LON-073 C.png,Labyrinth of Nightmare,LON-073,Common,Dreamsprite,Monster,LIGHT,Plant / Effect,2,300,200
3447,SHSP-EN093 C.png,Shadow Specters,SHSP-EN093,Common,White Dragon Wyverburster,Monster,LIGHT,Dragon / Effect,4,1700,1800
3448,STBL-EN040 UR.png,Starstrike Blast,STBL-EN040,Ultra Rare,Shooting Star Dragon,Monster,WIND,Dragon / Synchro / Effect,10,3300,2500
3449,LODT-EN015 C.png,Light of Destruction,LODT-EN015,Common,Arcana Force XVIII - The Moon,Monster,LIGHT,Fairy / Effect,7,2800,2800
3450,SAST-EN036 SR.png,Savage Strike,SAST-EN036,Super Rare,Elemental HERO Cosmo Neos,Monster,LIGHT,Warrior / Fusion / Effect,11,3500,3000
3451,ORCS-EN029 UR.png,Order of Chaos,ORCS-EN029,Ultra Rare,Ninja Grandmaster Hanzo,Monster,DARK,Warrior / Effect,4,1800,1000
3452,MRL-057 C.png,Spell Ruler,MRL-057,Common,Twin Long Rods #2,Monster,WATER,Aqua,3,850,700
3453,LED8-EN014 C.png,Legendary Duelists: Synchro Storm,LED8-EN014,Common,Speedroid Horse Stilts,Monster,WIND,Machine / Effect,4,1100,1100
3454,PTDN-EN000 ScR.png,Phantom Darkness,PTDN-EN000,Secret Rare,Dark Grepher,Monster,DARK,Warrior / Effect,4,1700,1600
3455,MRD-016 R.png,Metal Raiders,MRD-016,Rare,White Magical Hat,Monster,LIGHT,Spellcaster / Effect,3,1000,700
3456,MACR-EN091 C.png,Maximum Crisis ,MACR-EN091,Common,Kaiser Sea Snake,Monster,WATER,Sea Serpent / Effect,8,2500,1000
3457,MRD-089 C.png,Metal Raiders,MRD-089,Common,Jirai Gumo,Monster,EARTH,Insect / Effect,4,2200,100
3458,FOTB-EN028 C.png,Force of the Breaker,FOTB-EN028,Common,Dweller in the Depths,Monster,EARTH,Dragon / Effect,3,1500,700
3459,BOSH-EN022 C.png,Breakers of Shadow,BOSH-EN022,Common,Robot Buster Destruction Sword,Monster,DARK,Machine / Effect,4,1600,1200
3460,BODE-EN028 UR.png,Burst of Destiny,BODE-EN028,Ultra Rare,Machina Ruinforce,Monster,DARK,Machine / Effect,10,4600,4100
3461,DAMA-EN040 SR.png,Dawn of Majesty,DAMA-EN040,Super Rare,Daigusto Laplampilica,Monster,WIND,Psychic / Synchro / Effect,6,1900,2600
3462,GLAS-EN034 R.png,Gladiator's Assault,GLAS-EN034,Rare,Alien Telepath,Monster,FIRE,Reptile / Effect,4,1600,1000
3463,DUEA-EN021 SR.png,Duelist Alliance,DUEA-EN021,Super Rare,Satellarknight Alsahm,Monster,LIGHT,Warrior / Effect,4,1400,1800
3464,MRD-067 C.png,Metal Raiders,MRD-067,Common,Dragon Piper,Monster,FIRE,Pyro / Effect,3,200,1800
3465,COTD-EN086 C.png,Code of the Duelist,COTD-EN086,Common,F.A. Sonic Meister,Monster,WIND,Machine / Effect,4,0,1000
3466,LOB-063 C.png,Legend of Blue Eyes White Dragon,LOB-063,Common,Tyhone,Monster,WIND,Winged Beast,4,1200,1400
3467,ABPF-EN042 UR.png,Absolute Powerforce,ABPF-EN042,Ultra Rare,Sun Dragon Inti,Monster,LIGHT,Dragon / Synchro / Effect,8,3000,2800
3468,GFP2-EN103 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN103,Ultra Rare,Mecha Phantom Beast Coltwing,Monster,WIND,Machine / Effect,4,1600,1500
3469,AST-022 UR.png,Ancient Sanctuary,AST-022,Ultra Rare,Blowback Dragon,Monster,DARK,Machine / Effect,6,2300,1200
3470,COTD-EN025 SR.png,Code of the Duelist,COTD-EN025,Super Rare,"Lyla, Twilightsworn Enchantress",Monster,DARK,Spellcaster / Effect,4,1700,200
3471,DUEA-EN087 R.png,Duelist Alliance,DUEA-EN087,Rare,U.A. Mighty Slugger,Monster,EARTH,Warrior / Effect,5,2300,700
3472,ABYR-EN033 C.png,Abyss Rising,ABYR-EN033,Common,Mecha Sea Dragon Plesion,Monster,WATER,Machine / Effect,5,2300,1800
3473,CRMS-EN041 UR.png,Crimson Crisis,CRMS-EN041,Ultra Rare,Blackwing Armor Master,Monster,DARK,Winged Beast / Synchro / Effect,7,2500,1500
3474,GAOV-EN018 C.png,Galactic Overlord,GAOV-EN018,Common,Hieratic Dragon of Nuit,Monster,LIGHT,Dragon / Effect,4,1700,900
3475,STON-EN067 ScR.png,Strike of Neos,STON-EN067,Secret Rare,Gellenduo,Monster,LIGHT,Fairy / Effect,4,1700,0
3476,FOTB-EN023 SR.png,Force of the Breaker,FOTB-EN023,Super Rare,Sky Scourge Invicil,Monster,EARTH,Fairy / Effect,6,2200,1600
3477,MRD-109 R.png,Metal Raiders,MRD-109,Rare,Star Boy,Monster,WATER,Aqua / Effect,2,550,500
3478,DREV-EN038 UR.png,Duelist Revolution,DREV-EN038,Ultra Rare,Dragon Knight Draco-Equiste,Monster,WIND,Dragon / Fusion / Effect,10,3200,2000
3479,LON-077 UR.png,Labyrinth of Nightmare,LON-077,Ultra Rare,The Last Warrior from Another Planet,Monster,EARTH,Warrior / Fusion / Effect,7,2350,2300
3480,NECH-EN004 C.png,The New Challengers,NECH-EN004,Common,Canon the Melodious Diva,Monster,LIGHT,Fairy / Effect,4,1400,2000
3481,CORE-EN006 C.png,Clash of Rebellions,CORE-EN006,Common,Performapal Drummerilla,Monster,EARTH,Beast / Pendulum / Effect,5,1600,900
3482,GFP2-EN079 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN079,Ultra Rare,D/D/D Destiny King Zero Laplace,Monster,DARK,Fiend / Pendulum / Effect,10,0,0
3483,DCR-056 C.png,Dark Crisis,DCR-056,Common,Ojama Green,Monster,LIGHT,Beast / Normal,2,0,1000
3484,IOC-111 ScR.png,Invasion of Chaos,IOC-111,Secret Rare,Invader of Darkness,Monster,DARK,Fiend / Effect,8,2900,2500
3485,RDS-EN035 R.png,Rise of Destiny,RDS-EN035,Rare,Dark Blade the Dragon Knight,Monster,DARK,Warrior / Fusion / Effect,6,2200,1500
3486,MRL-015 C.png,Spell Ruler,MRL-015,Common,Minar,Monster,EARTH,Insect / Effect,3,850,750
3487,ROTD-EN024 C.png,Rise of the Duelist,ROTD-EN024,Common,Indulged Darklord,Monster,DARK,Fairy / Effect,4,1600,0
3488,DOCS-EN033 C.png,Dimension of Chaos,DOCS-EN033,Common,Graydle Alligator,Monster,WATER,Aqua / Effect,3,500,1500
3489,LODT-EN016 UR.png,Light of Destruction,LODT-EN016,Ultra Rare,Arcana Force XXI - The World,Monster,LIGHT,Fairy / Effect,8,3100,3100
3490,MAGO-EN017 PGR.png,Maximum Gold,MAGO-EN017,Premium Gold Rare,Chaos Dragon Levianeer,Monster,DARK,Dragon / Effect,8,3000,0
3491,JOTL-EN021 C.png,Judgment of the Light,JOTL-EN021,Common,Bujingi Ophidian,Monster,LIGHT,Winged Beast / Effect,4,1700,500
3492,NECH-EN050 SR.png,The New Challengers,NECH-EN050,Super Rare,First of the Dragons,Monster,DARK,Dragon / Fusion / Effect,9,2700,2000
3493,SHVI-EN004 R.png,Shining Victories,SHVI-EN004,Rare,Performapal Odd-Eyes Unicorn,Monster,LIGHT,Beast / Pendulum / Effect,1,100,600
3494,LOD-051 C.png,Legacy of Darkness,LOD-051,Common,Robotic Knight,Monster,FIRE,Machine,4,1600,1800
3495,COTD-EN015 R.png,Code of the Duelist,COTD-EN015,Rare,Supreme King Dragon Odd-Eyes,Monster,DARK,Dragon / Pendulum / Effect,8,2500,2000
3496,LOB-064 C.png,Legend of Blue Eyes White Dragon,LOB-064,Common,Beaver Warrior,Monster,EARTH,Beast-Warrior / Normal,4,1200,1500
3497,TAEV-EN004 R.png,Tactical Evolution,TAEV-EN004,Rare,Hunter Dragon,Monster,DARK,Dragon / Normal,3,1700,100
3498,LODT-EN036 R.png,Light of Destruction,LODT-EN036,Rare,Golden Ladybug,Monster,LIGHT,Insect / Effect,1,0,0
3499,DIFO-EN035 ScR.png,Dimension Force,DIFO-EN035,Secret Rare,Alba-Lenatus the Abyss Dragon,Monster,DARK,Dragon / Fusion / Effect,8,2500,2500
3500,ABYR-EN002 C.png,Abyss Rising,ABYR-EN002,Common,Bull Blader,Monster,EARTH,Warrior / Effect,4,1600,1200
3501,SOI-EN029 R.png,Shadow of Infinity,SOI-EN029,Rare,Memory Crusher,Monster,DARK,Fiend / Effect,3,1000,600
3502,RGBT-EN085 SR.png,Raging Battle,RGBT-EN085,Super Rare,Beast Striker,Monster,EARTH,Beast / Effect,4,1850,400
3503,ANPR-EN034 SR.png,Ancient Prophecy,ANPR-EN034,Super Rare,Minefieldriller,Monster,EARTH,Machine / Effect,4,1500,1500
3504,ORCS-EN007 R.png,Order of Chaos,ORCS-EN007,Rare,Photon Lizard,Monster,LIGHT,Dragon / Effect,3,900,1200
3505,CROS-EN014 R.png,Crossed Souls,CROS-EN014,Rare,Edge Imp Tomahawk,Monster,DARK,Fiend / Effect,4,1800,800
3506,CBLZ-EN008 SR.png,Cosmo Blazer,CBLZ-EN008,Super Rare,Gagaga Clerk,Monster,EARTH,Warrior / Effect,2,400,800
3507,LED8-EN015 C.png,Legendary Duelists: Synchro Storm,LED8-EN015,Common,Speedroid Marble Machine,Monster,WIND,Machine / Pendulum / Effect,2,200,100
3508,DCR-016 UR.png,Dark Crisis,DCR-016,Ultra Rare,"Shinato, King of a Higher Plane",Monster,LIGHT,Fairy / Ritual / Effect,8,3300,3000
3509,DOCS-EN035 C.png,Dimension of Chaos,DOCS-EN035,Common,Graydle Eagle,Monster,WATER,Aqua / Effect,3,1500,500
3510,ANPR-EN015 R.png,Ancient Prophecy,ANPR-EN015,Rare,Turbo Rocket,Monster,WIND,Machine / Tuner,2,0,0
3511,SAST-EN004 C.png,Savage Strike,SAST-EN004,Common,Salamangreat Parro,Monster,FIRE,Cyberse / Effect,5,2000,1000
3512,RIRA-EN016 R.png,Rising Rampage,RIRA-EN016,Rare,Tenyi Spirit - Vishuda,Monster,DARK,Wyrm / Effect,7,1500,2500
3513,SOFU-EN037 ScR.png,Soul Fusion,SOFU-EN037,Secret Rare,Thunder Dragon Colossus,Monster,DARK,Thunder / Fusion / Effect,8,2600,2400
3514,MAGO-EN098 R.png,Maximum Gold,MAGO-EN098,Rare,Speedroid Taketomborg,Monster,WIND,Machine / Effect,3,600,1200
3515,LTGY-EN035 UR.png,Lord of the Tachyon Galaxy,LTGY-EN035,Ultra Rare,Harpie Channeler,Monster,WIND,Winged Beast / Effect,4,1400,1300
3516,DCR-008 R.png,Dark Crisis,DCR-008,Rare,Guardian Baou,Monster,DARK,Fiend / Effect,4,800,400
3517,LIOV-EN086 SR.png,Lightning Overdrive,LIOV-EN086,Super Rare,War Rock Wento,Monster,EARTH,Warrior / Effect,4,1800,1800
3518,MAGO-EN013 PGR.png,Maximum Gold,MAGO-EN013,Premium Gold Rare,Ghost Sister & Spooky Dogwood,Monster,WATER,Zombie / Tuner / Effect,3,0,1800
3519,SHSP-EN086 ScR.png,Shadow Specters,SHSP-EN086,Secret Rare,Ignoble Knight of High Laundsallyn,Monster,DARK,Warrior / Synchro / Effect,5,2100,900
3520,LIOV-EN000 ScR.png,Lightning Overdrive,LIOV-EN000,Secret Rare,Diviner of the Herald,Monster,LIGHT,Fairy / Tuner / Effect,2,500,300
3521,JOTL-EN036 SR.png,Judgment of the Light,JOTL-EN036,Super Rare,"Talaya, Princess of Cherry Blossoms",Monster,WATER,Plant / Effect,8,2800,1200
3522,PRIO-EN031 SR.png,Primal Origin,PRIO-EN031,Super Rare,"Lucent, Netherlord of Dark World",Monster,DARK,Fiend / Effect,6,2400,0
3523,RATE-EN082 R.png,Raging Tempest,RATE-EN082,Rare,Subterror Nemesis Defender,Monster,EARTH,Beast-Warrior / Effect,2,100,2000
3524,RIRA-EN035 C.png,Rising Rampage,RIRA-EN035,Common,Reversible Beetle,Monster,EARTH,Insect / Flip / Effect,3,1100,1500
3525,BACH-EN041 ScR.png,Battle of Chaos,BACH-EN041,Secret Rare,Swordsoul Sinister Sovereign - Qixing Longyuan,Monster,FIRE,Wyrm / Synchro / Effect,10,2900,2300
3526,CORE-EN050 UR.png,Clash of Rebellions,CORE-EN050,Ultra Rare,"Ignister Prominence, the Blasting Dracoslayer",Monster,FIRE,Dragon / Synchro / Effect,8,2850,0
3527,AST-056 SP.png,Ancient Sanctuary,AST-056,Short Print,Gigobyte,Monster,WATER,Reptile,1,350,300
3528,LOB-108 SR.png,Legend of Blue Eyes White Dragon,LOB-108,Super Rare,Man-Eater Bug,Monster,EARTH,Insect / Flip / Effect,2,450,600
3529,PRIO-EN025 R.png,Primal Origin,PRIO-EN025,Rare,Traptrix Dionaea,Monster,EARTH,Plant / Effect,4,1700,1100
3530,SAST-EN020 ScR.png,Savage Strike,SAST-EN020,Secret Rare,Fantastical Dragon Phantazmay,Monster,DARK,Dragon / Effect,7,2400,1800
3531,GLAS-EN042 C.png,Gladiator's Assault,GLAS-EN042,Common,Superalloy Beast Raptinus,Monster,LIGHT,Dragon / Fusion / Effect,8,2200,2200
3532,SAST-EN005 C.png,Savage Strike,SAST-EN005,Common,Salamangreat Foxer,Monster,FIRE,Cyberse / Effect,3,1200,1000
3533,CDIP-EN012 C.png,Cyberdark Impact,CDIP-EN012,Common,Stray Asmodian,Monster,FIRE,Fiend / Effect,3,1300,1700
3534,AST-000 ScR.png,Ancient Sanctuary,AST-000,Secret Rare,The End of Anubis,Monster,DARK,Fiend / Effect,6,2500,0
3535,MAGO-EN113 R.png,Maximum Gold,MAGO-EN113,Rare,Barrier Statue of the Inferno,Monster,FIRE,Pyro / Effect,4,1000,1000
3536,LTGY-EN000 SR.png,Lord of the Tachyon Galaxy,LTGY-EN000,Super Rare,Mecha Phantom Beast Turtletracer,Monster,WIND,Machine / Effect,3,500,2000
3537,ANPR-EN020 R.png,Ancient Prophecy,ANPR-EN020,Rare,Koa'ki Meiru Speeder,Monster,WIND,Machine / Effect,3,1200,2200
3538,ABPF-EN084 ScR.png,Absolute Powerforce,ABPF-EN084,Secret Rare,Cactus Bouncer,Monster,EARTH,Plant / Effect,4,1800,300
3539,SAST-EN003 C artwork2.png,Savage Strike,SAST-EN003,Common,Salamangreat Wolvie,Monster,FIRE,Cyberse / Effect,4,1700,1000
3540,RIRA-EN020 C.png,Rising Rampage,RIRA-EN020,Common,"Simorgh, Bird of Protection",Monster,WIND,Winged Beast / Effect,4,1400,1000
3541,PHRA-EN011 SR.png,Phantom Rage,PHRA-EN011,Super Rare,Virtual World Roshi - Laolao,Monster,WIND,Psychic / Tuner / Effect,6,0,2400
3542,GENF-EN026 C.png,Generation Force,GENF-EN026,Common,Laval Magma Cannoneer,Monster,FIRE,Pyro / Effect,4,1700,200
3543,GENF-EN014 R.png,Generation Force,GENF-EN014,Rare,Wind-Up Magician,Monster,FIRE,Spellcaster / Effect,4,600,1800
3544,GFP2-EN086 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN086,Ultra Rare,Tenyi Spirit - Nahata,Monster,WIND,Wyrm / Effect,4,800,1000
3545,SHVI-EN043 SP.png,Shining Victories,SHVI-EN043,Short Print,Dicelops,Monster,FIRE,Machine / Effect,4,1800,200
3546,FET-EN016 C.png,Flaming Eternity,FET-EN016,Common,Kangaroo Champ,Monster,EARTH,Beast / Effect,4,800,700
3547,DIFO-EN003 C.png,Dimension Force,DIFO-EN003,Common,"Therion ""Bull"" Ain",Monster,FIRE,Warrior / Effect,7,2100,1600
3548,MRD-095 C.png,Metal Raiders,MRD-095,Common,Launcher Spider,Monster,FIRE,Machine / Normal,7,2200,2500
3549,SAST-EN083 C.png,Savage Strike,SAST-EN083,Common,Time Thief Bezel Ship,Monster,DARK,Machine / Effect,4,1000,2000
3550,MACR-EN003 C.png,Maximum Crisis ,MACR-EN003,Common,Performapal Revue Dancer,Monster,LIGHT,Spellcaster / Effect,3,800,1000
3551,LIOV-EN036 SR.png,Lightning Overdrive,LIOV-EN036,Super Rare,Garden Rose Flora,Monster,LIGHT,Plant / Synchro / Tuner / Effect,5,800,1600
3552,TDIL-EN014 C.png,The Dark Illusion,TDIL-EN014,Common,Red Warg,Monster,FIRE,Fiend / Effect,6,1400,2200
3553,DAMA-EN026 C.png,Dawn of Majesty,DAMA-EN026,Common,Master's Diploman,Monster,DARK,Machine / Effect,5,2000,2000
3554,ABPF-EN003 C.png,Absolute Powerforce,ABPF-EN003,Common,Tricular,Monster,EARTH,Machine / Effect,3,300,300
3555,EXFO-EN001 SP.png,Extreme Force,EXFO-EN001,Short Print,Zombino,Monster,EARTH,Zombie / Normal,4,2000,0
3556,BOSH-EN023 SR.png,Breakers of Shadow,BOSH-EN023,Super Rare,"Master Pendulum, the Dracoslayer",Monster,LIGHT,Dragon / Pendulum,4,1950,0
3557,TSHD-EN001 C.png,The Shining Darkness,TSHD-EN001,Common,Blackwing - Ghibli the Searing Wind,Monster,DARK,Winged Beast / Effect,3,0,1600
3558,NECH-EN019 C.png,The New Challengers,NECH-EN019,Common,Fluffal Cat,Monster,EARTH,Fairy / Effect,1,700,300
3559,AST-065 C.png,Ancient Sanctuary,AST-065,Common,Protector of the Sanctuary,Monster,EARTH,Fiend / Effect,4,1100,1900
3560,RIRA-EN015 R.png,Rising Rampage,RIRA-EN015,Rare,Tenyi Spirit - Nahata,Monster,WIND,Wyrm / Effect,4,800,1000
3561,STON-EN036 UR.png,Strike of Neos,STON-EN036,Ultra Rare,Elemental HERO Glow Neos,Monster,LIGHT,Warrior / Fusion / Effect,7,2500,2000
3562,GENF-EN019 C.png,Generation Force,GENF-EN019,Common,Flyfang,Monster,WIND,Fish / Effect,3,1600,300
3563,EXFO-EN026 UR.png,Extreme Force,EXFO-EN026,Ultra Rare,Mythical Beast Jackal King,Monster,DARK,Spellcaster / Pendulum / Effect,6,2400,1400
3564,LIOV-EN032 UR.png,Lightning Overdrive,LIOV-EN032,Ultra Rare,White Knight of Dogmatika,Monster,LIGHT,Spellcaster / Ritual / Effect,8,500,2500
3565,GENF-EN085 ScR.png,Generation Force,GENF-EN085,Secret Rare,Orient Dragon,Monster,WIND,Dragon / Synchro / Effect,6,2300,1000
3566,DANE-EN008 C.png,Dark Neostorm,DANE-EN008,Common,Dinowrestler Martial Anga,Monster,EARTH,Dinosaur / Effect,5,1600,0
3567,JOTL-EN020 R.png,Judgment of the Light,JOTL-EN020,Rare,Bujingi Crane,Monster,LIGHT,Winged Beast / Effect,4,1600,300
3568,LVAL-EN039 SR.png,Legacy of the Valiant,LVAL-EN039,Super Rare,"Chirubimé, Princess of Autumn Leaves",Monster,EARTH,Plant / Effect,8,1800,2800
3569,GFP2-EN017 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN017,Ultra Rare,Infernity Sage,Monster,DARK,Fiend / Tuner / Effect,2,400,800
3570,PGD-076 R.png,Pharaonic Guardian,PGD-076,Rare,Spirit Reaper,Monster,DARK,Zombie / Effect,3,300,200
3571,NECH-EN085 ScR.png,The New Challengers,NECH-EN085,Secret Rare,"Virgil, Rock Star of the Burning Abyss",Monster,LIGHT,Spellcaster / Synchro / Effect,6,2500,1000
3572,AST-026 C.png,Ancient Sanctuary,AST-026,Common,Piranha Army,Monster,WATER,Fish / Effect,2,800,200
3573,MACR-EN096 C.png,Maximum Crisis ,MACR-EN096,Common,Ghost Beef,Monster,DARK,Beast / Pendulum / Normal,7,2000,1000
3574,LON-071 R.png,Labyrinth of Nightmare,LON-071,Rare,Gilasaurus,Monster,EARTH,Dinosaur / Effect,3,1400,400
3575,CSOC-EN011 R.png,Crossroads of Chaos,CSOC-EN011,Rare,Morphtronic Radion,Monster,LIGHT,Thunder / Effect,4,1000,900
3576,PGD-011 C.png,Pharaonic Guardian,PGD-011,Common,Mucus Yolk,Monster,DARK,Aqua / Effect,3,0,100
3577,CSOC-EN036 R.png,Crossroads of Chaos,CSOC-EN036,Rare,Tiger Dragon,Monster,EARTH,Dragon / Effect,6,2400,1800
3578,SOFU-EN096 C.png,Soul Fusion,SOFU-EN096,Common,D/D/D Super Doom King Purple Armageddon,Monster,DARK,Fiend / Fusion / Pendulum / Effect,10,3500,3000
3579,PHSW-EN004 C.png,Photon Shockwave,PHSW-EN004,Common,Stinging Swordsman,Monster,WIND,Warrior / Effect,1,300,600
3580,CYHO-EN012 R.png,Cybernetic Horizon,CYHO-EN012,Rare,Impcantation Candoll,Monster,LIGHT,Pyro / Effect,4,0,0
3581,MACR-EN022 UR.png,Maximum Crisis ,MACR-EN022,Ultra Rare,"Dinomight Knight, the True Dracofighter",Monster,WATER,Wyrm / Effect,6,2500,1200
3582,GAOV-EN006 ScR.png,Galactic Overlord,GAOV-EN006,Secret Rare,Cardcar D,Monster,EARTH,Machine / Effect,2,800,400
3583,PGD-008 C.png,Pharaonic Guardian,PGD-008,Common,Maiden of the Aqua,Monster,WATER,Aqua / Effect,4,700,2000
3584,GLAS-EN036 ScR.png,Gladiator's Assault,GLAS-EN036,Secret Rare,Elemental HERO Chaos Neos,Monster,DARK,Warrior / Fusion / Effect,9,3000,2500
3585,RATE-EN024 C.png,Raging Tempest,RATE-EN024,Common,Shinobird Pigeon,Monster,WIND,Winged Beast / Spirit / Effect,4,1000,1800
